  X         Y         Z       PDOP   TDOP   GDOP

-2148737.41    4426650.04    4044656.99    2.72    1.61    3.16

-2148738.00    4426650.19    4044657.40    2.72    1.61    3.16

-2148739.09    4426654.32    4044658.65    2.72    1.61    3.16

-2148736.48    4426650.83    4044657.28    2.72    1.61    3.16

-2148738.51    4426652.01    4044657.16    2.72    1.61    3.16

-2148736.46    4426648.35    4044654.87    2.72    1.60    3.16

-2148738.87    4426651.41    4044657.74    2.72    1.60    3.15

-2148736.78    4426649.70    4044656.36    2.71    1.60    3.15

-2148736.62    4426648.81    4044655.36    2.71    1.59    3.15

-2148737.09    4426648.80    4044655.65    2.71    1.59    3.14

-2148738.12    4426652.68    4044655.74    2.71    1.59    3.14

-2148738.56    4426650.09    4044655.35    2.70    1.58    3.13

-2148737.23    4426649.98    4044655.21    2.70    1.58    3.13

-2148736.91    4426650.27    4044654.92    2.69    1.57    3.12

-2148737.40    4426650.50    4044655.30    2.69    1.57    3.11

-2148737.30    4426649.99    4044654.31    2.68    1.56    3.11

-2148736.43    4426649.70    4044652.74    2.68    1.56    3.10

-2148735.36    4426647.50    4044652.68    2.67    1.55    3.09

-2148735.74    4426651.05    4044654.52    2.67    1.54    3.08

-2148736.84    4426650.75    4044654.52    2.66    1.54    3.07

-2148736.14    4426648.53    4044652.54    2.65    1.53    3.06

-2148737.65    4426649.24    4044652.81    2.65    1.52    3.05

-2148737.11    4426648.69    4044652.83    2.64    1.52    3.04

-2148736.23    4426646.79    4044651.98    2.63    1.51    3.03

-2148736.34    4426647.72    4044651.78    2.62    1.50    3.02

-2148737.49    4426648.42    4044652.45    2.61    1.49    3.01

-2148736.15    4426648.16    4044653.60    2.60    1.48    3.00

-2148736.81    4426648.40    4044651.20    2.59    1.48    2.98

-2148737.16    4426648.51    4044650.92    2.58    1.47    2.97

-2148735.93    4426649.22    4044652.34    2.57    1.46    2.96

-2148735.20    4426646.27    4044650.35    2.56    1.45    2.95

-2148735.85    4426646.91    4044651.40    2.55    1.44    2.93

-2148735.72    4426646.33    4044650.29    2.54    1.43    2.92

-2148735.61    4426647.57    4044652.46    2.53    1.42    2.90

-2148736.52    4426647.06    4044651.63    2.52    1.41    2.89

-2148735.74    4426648.15    4044652.13    2.51    1.40    2.88

-2148735.57    4426648.30    4044649.45    2.50    1.39    2.86

-2148735.77    4426647.17    4044649.98    2.49    1.38    2.85

-2148733.98    4426645.24    4044648.51    2.48    1.37    2.83

-2148736.69    4426649.06    4044649.73    2.47    1.36    2.82

-2148734.57    4426645.80    4044646.37    2.45    1.35    2.80

-2148736.56    4426649.67    4044649.40    2.44    1.34    2.79

-2148735.26    4426645.59    4044648.63    2.43    1.33    2.77

-2148735.95    4426648.04    4044648.85    2.42    1.32    2.76

-2148736.24    4426649.10    4044647.78    2.41    1.31    2.74

-2148736.17    4426648.19    4044648.65    2.39    1.30    2.73

-2148736.59    4426648.82    4044650.21    2.38    1.29    2.71

-2148735.98    4426646.60    4044649.24    2.37    1.28    2.70

-2148736.85    4426648.50    4044649.82    2.36    1.27    2.68

-2148733.62    4426645.88    4044650.61    2.35    1.26    2.66

-2148735.83    4426645.73    4044648.96    2.33    1.25    2.65

-2148737.51    4426648.94    4044649.95    2.32    1.24    2.63

-2148736.59    4426646.28    4044649.28    2.31    1.23    2.62

-2148736.33    4426648.40    4044649.89    2.30    1.22    2.60

-2148736.20    4426647.72    4044648.76    2.29    1.21    2.59

-2148737.47    4426650.49    4044649.65    2.27    1.20    2.57

-2148735.68    4426645.60    4044648.74    2.26    1.19    2.56

-2148737.51    4426648.05    4044648.83    2.25    1.18    2.54

-2148735.70    4426651.11    4044649.39    2.24    1.17    2.53

-2148737.88    4426650.62    4044650.67    2.23    1.17    2.51

-2148735.98    4426646.85    4044645.28    2.22    1.16    2.50

-2148736.29    4426647.36    4044647.34    2.20    1.15    2.48

-2148736.75    4426649.95    4044648.75    2.19    1.14    2.47

-2148736.45    4426650.27    4044649.76    2.18    1.13    2.46

-2148737.10    4426650.29    4044649.18    2.17    1.12    2.44

-2148736.87    4426647.81    4044648.73    2.16    1.11    2.43

-2148738.07    4426650.69    4044649.81    2.15    1.10    2.41

-2148735.61    4426647.50    4044648.67    2.14    1.09    2.40

-2148737.30    4426651.66    4044651.71    2.13    1.08    2.39

-2148737.34    4426649.26    4044646.68    2.12    1.07    2.37

-2148737.95    4426650.52    4044650.33    2.11    1.06    2.36

-2148737.54    4426649.74    4044651.01    2.10    1.06    2.35

-2148736.89    4426650.86    4044650.07    2.09    1.05    2.33

-2148738.34    4426652.14    4044649.40    2.08    1.04    2.32

-2148735.99    4426649.17    4044649.73    2.06    1.03    2.31

-2148738.53    4426651.03    4044648.11    2.05    1.02    2.30

-2148736.66    4426648.37    4044647.29    2.05    1.01    2.28

-2148739.71    4426655.23    4044659.85    1.25    0.61    1.39

-2148740.13    4426652.49    4044664.75    1.64    0.79    1.82

-2148740.75    4426651.76    4044663.98    1.65    0.79    1.82

-2148739.51    4426653.19    4044664.14    1.65    0.79    1.82

-2148739.65    4426653.11    4044665.69    1.65    0.79    1.82

-2148738.55    4426653.93    4044664.47    1.65    0.79    1.82

6303866.71    -8317813.53    -25275326.91    1.49    0.68    1.63

-2148741.38    4426656.61    4044671.07    1.49    0.68    1.64

-2148739.41    4426656.15    4044669.50    1.49    0.68    1.64

-2148741.46    4426658.09    4044671.20    1.49    0.68    1.64

-2148738.56    4426654.55    4044666.73    1.49    0.68    1.64

-2148740.40    4426655.36    4044668.90    1.50    0.68    1.64

-2148740.61    4426655.05    4044667.00    1.50    0.68    1.64

-2148740.16    4426655.16    4044667.43    1.50    0.68    1.65

-2148740.02    4426654.98    4044666.01    1.50    0.68    1.65

-2148738.03    4426653.67    4044666.24    1.50    0.68    1.65

-2148742.13    4426657.78    4044667.88    1.50    0.68    1.65

-2148739.64    4426655.69    4044665.89    1.50    0.68    1.65

-2148741.95    4426658.76    4044668.16    1.50    0.68    1.65

-2148741.04    4426656.22    4044667.13    1.51    0.68    1.65

-2148739.66    4426657.16    4044667.59    1.51    0.68    1.65

-2148740.12    4426654.83    4044664.84    1.51    0.68    1.65

-2148739.29    4426656.32    4044664.65    1.51    0.68    1.66

-2148740.08    4426656.31    4044664.47    1.51    0.68    1.66

-2148739.29    4426655.27    4044664.92    1.51    0.68    1.66

-2148740.21    4426657.96    4044667.60    1.51    0.68    1.66

-2148737.56    4426651.67    4044662.82    1.84    0.94    2.06

-2148739.79    4426650.35    4044663.33    1.84    0.94    2.07

-2148739.05    4426650.07    4044661.82    1.84    0.94    2.07

-2148739.94    4426650.38    4044660.04    1.85    0.94    2.07

-2148738.12    4426650.70    4044660.69    1.85    0.95    2.08

-2148737.92    4426649.30    4044661.11    1.85    0.95    2.08

-2148736.70    4426647.86    4044660.64    1.85    0.95    2.08

-2148737.79    4426649.14    4044662.35    1.86    0.95    2.08

-2148737.73    4426649.58    4044663.12    1.86    0.95    2.09

-2148737.92    4426649.40    4044660.32    1.86    0.95    2.09

-2148737.96    4426647.75    4044659.45    1.86    0.95    2.09

-2148736.71    4426647.68    4044659.05    1.86    0.95    2.09

-2148748.44    4426664.54    4044666.26    1.54    0.72    1.69

-2148747.94    4426666.09    4044667.37    1.54    0.72    1.70

-2148747.01    4426664.07    4044665.01    1.54    0.72    1.70

-2148747.18    4426662.22    4044664.24    1.54    0.72    1.70

-2148747.17    4426664.93    4044666.17    1.55    0.72    1.71

-2148744.40    4426660.23    4044664.55    1.55    0.73    1.71

-2148746.78    4426662.57    4044664.14    1.55    0.73    1.71

-2148744.95    4426659.74    4044662.42    1.55    0.73    1.72

-2148746.25    4426660.99    4044662.81    1.56    0.73    1.72

-2148743.96    4426660.17    4044662.25    1.56    0.73    1.72

-2148745.09    4426658.12    4044661.19    1.56    0.73    1.72

-2148744.35    4426659.72    4044662.99    1.56    0.73    1.73

-2148744.40    4426656.39    4044661.57    1.57    0.74    1.73

-2148746.00    4426660.10    4044663.80    1.57    0.74    1.73

-2148746.17    4426658.46    4044662.10    1.57    0.74    1.73

-2148744.15    4426657.95    4044661.79    1.57    0.74    1.74

-2148745.93    4426661.32    4044663.93    1.57    0.74    1.74

-2148744.38    4426657.69    4044661.83    1.57    0.74    1.74

-2148744.90    4426656.13    4044659.91    1.58    0.74    1.74

-2148743.63    4426656.43    4044659.36    1.58    0.74    1.74

-2148742.88    4426656.18    4044659.22    1.58    0.74    1.74

-2148743.30    4426658.42    4044661.26    1.58    0.74    1.75

-2148742.80    4426657.54    4044660.48    1.58    0.74    1.75

-2148741.12    4426654.89    4044660.99    1.58    0.75    1.75

-2148741.82    4426653.98    4044659.00    1.58    0.75    1.75

-2148740.25    4426651.48    4044657.31    1.58    0.75    1.75

-2148740.45    4426650.64    4044658.78    1.58    0.75    1.75

-2148740.28    4426649.25    4044657.08    1.58    0.75    1.75

-2148741.98    4426652.78    4044658.98    1.58    0.75    1.75

-2148743.26    4426653.92    4044658.27    1.58    0.75    1.75

-2148740.65    4426650.65    4044656.44    1.58    0.75    1.75

-2148741.03    4426651.57    4044656.19    1.58    0.75    1.75

-2148739.04    4426650.04    4044656.18    1.58    0.75    1.75

-2148739.12    4426648.22    4044654.20    1.58    0.75    1.75

-2148740.48    4426649.61    4044655.25    1.58    0.75    1.75

-2148739.15    4426650.37    4044656.46    1.58    0.75    1.75

-2148739.99    4426647.62    4044655.48    1.58    0.75    1.75

-2148741.31    4426649.77    4044656.31    1.58    0.75    1.75

-2148740.55    4426648.37    4044655.23    1.58    0.75    1.74

-2148741.21    4426653.82    4044657.65    1.58    0.75    1.74

-2148739.20    4426649.91    4044654.60    1.57    0.74    1.74

-2148740.96    4426647.86    4044655.97    1.57    0.74    1.74

-2148740.89    4426648.75    4044655.44    1.57    0.74    1.74

-2148739.18    4426649.86    4044656.60    1.57    0.74    1.74

-2148740.89    4426648.06    4044655.25    1.57    0.74    1.73

-2148737.31    4426647.40    4044655.45    1.56    0.74    1.73

-2148739.63    4426650.62    4044656.82    1.56    0.74    1.73

-2148740.02    4426647.14    4044653.82    1.56    0.74    1.73

-2148740.59    4426647.23    4044655.02    1.56    0.74    1.72

-2148740.11    4426647.29    4044655.54    1.56    0.74    1.72

-2148739.86    4426648.28    4044654.91    1.55    0.74    1.72

-2148740.46    4426646.84    4044652.39    1.55    0.73    1.72

-2148738.55    4426649.27    4044655.63    1.55    0.73    1.71

-2148739.89    4426649.43    4044656.18    1.54    0.73    1.71

-2148738.65    4426647.07    4044654.07    1.54    0.73    1.71

-2148737.12    4426650.13    4044657.93    1.54    0.73    1.70

-2148738.74    4426649.27    4044655.12    1.54    0.73    1.70

-2148738.23    4426646.82    4044655.88    1.53    0.72    1.69

-2148736.50    4426644.90    4044652.31    1.53    0.72    1.69

-2148737.67    4426647.54    4044655.01    1.53    0.72    1.69

-2148737.59    4426649.28    4044655.45    1.52    0.72    1.68

-2148739.15    4426646.64    4044654.88    1.52    0.72    1.68

-2148737.58    4426648.14    4044655.23    1.51    0.72    1.67

-2148738.21    4426648.09    4044655.41    1.51    0.71    1.67

-2148737.57    4426645.82    4044653.26    1.51    0.71    1.67

-2148738.02    4426646.36    4044656.04    1.50    0.71    1.66

-2148739.23    4426648.62    4044657.07    1.50    0.71    1.66

-2148739.30    4426647.40    4044655.98    1.50    0.71    1.65

-2148736.75    4426646.97    4044653.67    1.49    0.70    1.65

-2148739.47    4426646.62    4044654.51    1.49    0.70    1.64

-2148739.69    4426650.22    4044657.22    1.48    0.70    1.64

-2148738.49    4426648.76    4044657.14    1.48    0.70    1.63

-2148738.24    4426650.99    4044659.75    1.47    0.69    1.63

-2148737.91    4426650.04    4044658.53    1.47    0.69    1.63

-2148737.88    4426652.56    4044659.13    1.47    0.69    1.62

-2148737.68    4426648.25    4044651.98    1.69    0.86    1.90

-2148739.00    4426645.76    4044652.73    1.69    0.86    1.89

-2148737.97    4426645.56    4044653.21    1.68    0.85    1.89

-2148740.89    4426649.35    4044655.37    1.68    0.85    1.88

-2148738.03    4426646.56    4044652.43    1.68    0.85    1.88

-2148736.38    4426645.34    4044652.53    1.67    0.85    1.87

-2148737.69    4426645.26    4044652.84    1.67    0.84    1.87

-2148736.94    4426640.75    4044650.19    1.66    0.84    1.86

-2148737.79    4426643.12    4044650.92    1.66    0.84    1.86

-2148738.32    4426644.40    4044651.07    1.66    0.84    1.85

-2148738.65    4426642.83    4044650.41    1.65    0.83    1.85

-2148740.03    4426645.29    4044653.24    1.65    0.83    1.84

-2148738.53    4426644.93    4044651.91    1.64    0.83    1.84

-2148738.94    4426645.84    4044652.84    1.64    0.83    1.83

-2148736.73    4426646.56    4044650.82    1.63    0.82    1.83

-2148737.82    4426645.52    4044652.67    1.63    0.82    1.82

-2148736.66    4426645.19    4044652.38    1.62    0.82    1.82

-2148737.80    4426648.85    4044653.76    1.62    0.81    1.81

-2148739.61    4426646.20    4044653.29    1.61    0.81    1.80

-2148737.56    4426644.94    4044652.56    1.61    0.81    1.80

-2148740.82    4426643.72    4044652.95    1.60    0.80    1.79

-2148742.01    4426647.85    4044656.38    1.60    0.80    1.79

-2148738.32    4426644.59    4044652.41    1.59    0.80    1.78

-2148741.09    4426647.30    4044653.55    1.59    0.79    1.77

-2148740.74    4426646.36    4044653.48    1.58    0.79    1.77

-2148741.94    4426649.38    4044655.49    1.58    0.79    1.76

-2148738.69    4426648.04    4044653.43    1.57    0.79    1.76

-2148739.61    4426647.04    4044653.37    1.57    0.78    1.75

-2148742.00    4426650.06    4044656.98    1.56    0.78    1.74

-2148739.33    4426647.45    4044655.15    1.56    0.78    1.74

-2148738.88    4426642.98    4044652.27    1.55    0.77    1.73

-2148740.55    4426647.13    4044654.92    1.55    0.77    1.73

-2148740.34    4426645.46    4044653.49    1.54    0.77    1.72

-2148741.09    4426645.58    4044653.77    1.54    0.76    1.71

-2148741.80    4426650.76    4044657.31    1.53    0.76    1.71

-2148739.97    4426642.15    4044651.51    1.53    0.76    1.70

-2148740.98    4426646.77    4044654.27    1.52    0.75    1.70

-2148739.31    4426646.95    4044654.31    1.52    0.75    1.69

-2148739.37    4426653.49    4044657.02    1.51    0.75    1.68

-2148740.24    4426648.49    4044653.71    1.51    0.74    1.68

-2148740.78    4426645.59    4044654.70    1.50    0.74    1.67

-2148739.86    4426645.60    4044652.56    1.50    0.74    1.67

-2148739.72    4426646.08    4044652.75    1.49    0.73    1.66

-2148740.16    4426648.11    4044654.68    1.49    0.73    1.65

-2148739.60    4426651.77    4044658.63    1.48    0.73    1.65

-2148740.94    4426647.36    4044655.40    1.48    0.72    1.64

-2148742.45    4426652.56    4044657.43    1.47    0.72    1.64

-2148742.23    4426650.19    4044656.86    2.21    1.33    2.58

-2148741.86    4426647.99    4044656.43    2.20    1.32    2.57

-2148740.79    4426651.70    4044655.85    2.19    1.32    2.56

-2148742.39    4426651.25    4044657.49    2.19    1.31    2.55

-2148742.75    4426651.77    4044657.60    2.18    1.31    2.54

-2148742.19    4426650.99    4044655.81    2.17    1.30    2.53

-2148741.80    4426651.30    4044655.46    2.16    1.30    2.52

-2148743.50    4426652.37    4044659.66    2.15    1.29    2.51

-2148741.24    4426649.66    4044655.21    2.15    1.29    2.50

-2148740.52    4426650.65    4044657.64    2.14    1.28    2.49

-2148740.50    4426647.40    4044654.77    2.13    1.27    2.48

-2148743.56    4426654.16    4044659.34    2.12    1.27    2.48

-2148740.85    4426649.52    4044657.12    2.12    1.26    2.47

-2148743.96    4426652.61    4044659.07    2.11    1.26    2.46

-2148745.27    4426653.54    4044660.70    2.10    1.25    2.45

-2148742.31    4426650.06    4044656.44    2.10    1.25    2.44

-2148743.05    4426652.19    4044657.37    2.09    1.24    2.43

-2148744.33    4426653.71    4044660.87    2.08    1.24    2.42

-2148742.97    4426650.97    4044659.02    2.07    1.23    2.41

-2148743.51    4426652.48    4044660.06    2.07    1.23    2.41

-2148743.11    4426652.42    4044660.27    2.06    1.22    2.40

-2148742.61    4426652.32    4044661.50    2.05    1.22    2.39

-2148745.89    4426654.55    4044662.41    2.05    1.21    2.38

-2148743.84    4426653.50    4044661.71    2.04    1.21    2.37

-2148743.84    4426655.36    4044662.86    2.17    1.31    2.53

-2148747.42    4426656.02    4044666.58    2.16    1.30    2.52

-2148745.04    4426654.06    4044664.90    2.15    1.30    2.52

-2148746.79    4426656.68    4044666.23    2.15    1.30    2.51

-2148746.50    4426656.02    4044665.12    2.14    1.29    2.50

-2148747.56    4426656.60    4044666.67    2.14    1.29    2.49

-2148745.82    4426655.80    4044664.72    2.13    1.28    2.48

-2148747.62    4426655.89    4044667.54    2.12    1.28    2.48

-2148734.31    4426646.17    4044647.13    3.24    2.17    3.90

-2148733.31    4426642.51    4044643.60    3.24    2.17    3.90

-2148735.04    4426644.82    4044645.95    3.24    2.17    3.90

-2148734.11    4426642.66    4044643.57    3.24    2.17    3.90

-2148732.06    4426641.92    4044642.68    3.24    2.18    3.91

-2148733.86    4426644.69    4044644.27    3.24    2.18    3.91

-2148734.90    4426642.98    4044643.52    3.25    2.18    3.91

-2148735.55    4426645.42    4044646.53    3.25    2.18    3.91

-2148734.47    4426643.70    4044643.88    3.25    2.18    3.91

-2148734.07    4426644.63    4044644.61    3.25    2.18    3.91

-2148732.76    4426644.92    4044644.72    3.24    2.18    3.91

-2148732.74    4426643.21    4044643.82    3.24    2.18    3.91

-2148733.72    4426643.26    4044644.38    3.24    2.18    3.91

-2148734.00    4426642.66    4044644.19    3.24    2.18    3.90

-2148732.55    4426640.30    4044640.92    3.24    2.18    3.90

-2148732.74    4426642.38    4044642.28    3.23    2.17    3.90

-2148734.00    4426642.29    4044642.71    3.23    2.17    3.89

-2148733.57    4426643.10    4044643.68    3.23    2.17    3.89

-2148733.46    4426641.05    4044641.32    3.22    2.17    3.88

-2148732.71    4426640.47    4044640.91    3.22    2.16    3.88

-2148731.91    4426639.12    4044639.98    3.22    2.16    3.87

-2148733.28    4426641.11    4044641.33    3.21    2.16    3.87

-2148733.21    4426643.05    4044642.36    3.21    2.15    3.86

-2148733.59    4426643.75    4044642.27    3.20    2.15    3.85

-2148731.92    4426641.66    4044640.78    3.19    2.14    3.85

-2148734.71    4426645.40    4044643.40    3.19    2.14    3.84

-2148731.71    4426641.23    4044640.10    3.18    2.13    3.83

-2148731.93    4426642.93    4044640.59    3.17    2.13    3.82

-2148733.65    4426643.50    4044641.18    3.17    2.12    3.81

-2148733.05    4426644.45    4044641.78    3.16    2.11    3.80

-2148732.76    4426641.63    4044640.07    3.15    2.11    3.79

-2148733.55    4426645.96    4044643.58    3.14    2.10    3.78

-2148732.00    4426642.06    4044640.28    3.14    2.10    3.77

-2148733.46    4426642.85    4044640.57    3.13    2.09    3.76

-2148732.68    4426643.77    4044641.85    3.12    2.08    3.75

-2148733.56    4426643.26    4044641.59    3.11    2.07    3.74

-2148732.53    4426642.93    4044640.89    3.10    2.07    3.73

-2148733.61    4426646.83    4044644.52    3.09    2.06    3.71

-2148732.26    4426642.54    4044640.50    3.08    2.05    3.70

-2148733.09    4426644.45    4044641.58    3.07    2.04    3.69

-2148733.56    4426645.10    4044641.01    3.06    2.04    3.68

-2148734.14    4426645.68    4044642.47    3.05    2.03    3.66

-2148732.98    4426643.29    4044641.09    3.04    2.02    3.65

-2148733.60    4426644.29    4044641.96    3.03    2.01    3.64

-2148733.79    4426645.25    4044642.84    3.02    2.00    3.63

-2148733.30    4426643.13    4044640.01    3.01    1.99    3.61

-2148733.98    4426645.49    4044643.28    3.00    1.99    3.60

-2148734.82    4426647.47    4044645.51    2.99    1.98    3.59

-2148745.79    4426655.38    4044660.01    1.42    0.82    1.64

-4321615.03    -8355293.66    1480924.40    1.54    0.81    1.74

-2148746.74    4426656.59    4044663.62    1.76    0.99    2.02

-2148745.11    4426652.78    4044659.85    1.76    0.99    2.02

-2148745.53    4426655.40    4044663.57    1.76    0.99    2.02

-2148745.17    4426653.08    4044659.86    1.77    0.99    2.03

-2148745.16    4426655.62    4044662.21    1.77    0.99    2.03

-2148744.70    4426654.49    4044659.81    1.77    0.99    2.03

-2148744.77    4426653.76    4044660.83    1.77    1.00    2.03

-4128753.19    -8139081.92    1698256.90    1.57    0.83    1.77

-4103950.72    -8113230.09    1725508.04    1.57    0.83    1.78

-4078964.18    -8087670.69    1752730.66    1.57    0.84    1.78

-4053785.21    -8062414.83    1779911.49    1.57    0.84    1.78

-4028406.21    -8037468.26    1807038.45    1.58    0.84    1.79

-4002812.00    -8012845.74    1834093.13    1.58    0.84    1.79

-3976996.50    -7988553.33    1861062.22    1.58    0.85    1.80

-2148743.51    4426653.04    4044660.72    1.78    1.01    2.04

-3924657.94    -7941002.97    1914680.63    1.59    0.85    1.80

-6602165.42    -26998877.25    -1309923.10    1.59    0.85    1.81

-2148743.33    4426652.22    4044657.40    1.59    0.86    1.81

-2148743.82    4426651.27    4044657.54    1.60    0.86    1.81

-2148744.30    4426654.38    4044657.65    1.60    0.86    1.82

-2148743.81    4426651.76    4044657.99    1.60    0.86    1.82

-2148742.07    4426652.14    4044656.60    1.60    0.87    1.82

-2148742.39    4426650.32    4044655.68    1.61    0.87    1.82

-2148745.96    4426652.85    4044659.15    1.61    0.87    1.83

-2148744.20    4426651.54    4044656.67    1.61    0.87    1.83

-2148743.21    4426652.56    4044657.14    1.61    0.87    1.83

-2148743.09    4426651.39    4044655.75    1.61    0.88    1.84

-2148743.03    4426651.64    4044657.41    1.62    0.88    1.84

-2148741.89    4426650.68    4044656.74    1.62    0.88    1.84

-2148741.98    4426650.91    4044656.03    1.62    0.88    1.84

-2148743.24    4426651.04    4044657.66    1.62    0.88    1.85

-2148741.80    4426654.19    4044656.84    1.62    0.89    1.85

-2148742.28    4426650.73    4044655.46    1.62    0.89    1.85

-2148741.66    4426653.85    4044656.28    1.62    0.89    1.85

-2148741.95    4426651.31    4044654.89    1.63    0.89    1.85

-2148743.05    4426650.75    4044655.54    1.63    0.89    1.86

-2148742.18    4426652.31    4044654.44    1.63    0.89    1.86

-2148740.66    4426653.21    4044653.98    1.63    0.89    1.86

-2148741.88    4426649.38    4044654.48    1.63    0.90    1.86

-2148742.54    4426651.56    4044655.06    1.63    0.90    1.86

-2148740.95    4426659.54    4044656.17    1.63    0.90    1.86

-2148742.16    4426647.33    4044653.57    1.63    0.90    1.86

-2148741.68    4426651.80    4044655.39    1.63    0.90    1.87

-2148741.10    4426650.39    4044656.18    1.63    0.90    1.87

-2148741.71    4426650.52    4044655.49    1.64    0.90    1.87

-2148741.80    4426651.74    4044655.12    1.64    0.90    1.87

-2148741.82    4426651.70    4044654.20    1.64    0.90    1.87

-2148741.50    4426647.49    4044652.70    1.64    0.91    1.87

-2148741.13    4426649.45    4044653.51    1.64    0.91    1.87

-2148740.72    4426649.77    4044653.57    1.64    0.91    1.87

-2148741.18    4426648.76    4044653.21    1.64    0.91    1.87

-2148741.06    4426648.91    4044653.19    1.64    0.91    1.87

-2148741.50    4426649.58    4044653.39    1.64    0.91    1.87

-2148741.06    4426648.11    4044655.26    1.64    0.91    1.87

-2148740.27    4426647.65    4044654.57    1.64    0.91    1.87

-2148740.52    4426648.37    4044656.11    1.64    0.91    1.87

-2148739.22    4426646.99    4044655.17    1.64    0.91    1.87

-2148738.81    4426646.91    4044653.43    1.64    0.91    1.87

-2148740.32    4426645.54    4044650.25    1.63    0.91    1.87

-2148740.37    4426647.99    4044651.86    1.63    0.91    1.87

-2148740.67    4426649.72    4044652.94    1.63    0.91    1.87

-2148738.62    4426645.74    4044652.42    1.63    0.91    1.87

-2148739.35    4426645.83    4044652.31    1.63    0.91    1.87

-2148739.51    4426644.91    4044651.87    1.63    0.91    1.87

-2148738.85    4426645.47    4044652.03    1.63    0.91    1.87

-2148739.47    4426647.22    4044653.41    1.63    0.91    1.86

-2148739.69    4426647.09    4044652.63    1.63    0.91    1.86

-2148740.57    4426645.63    4044654.09    1.63    0.91    1.86

-2148740.36    4426646.32    4044651.54    1.63    0.91    1.86

-2148739.78    4426646.36    4044653.21    1.62    0.90    1.86

-2148739.59    4426646.70    4044652.02    1.62    0.90    1.86

-2148739.42    4426645.43    4044652.89    1.62    0.90    1.86

-2148739.32    4426644.23    4044653.38    1.62    0.90    1.85

-2148738.72    4426644.31    4044651.92    1.62    0.90    1.85

-2148740.11    4426644.28    4044652.76    1.62    0.90    1.85

-2148740.05    4426650.90    4044655.03    1.62    0.90    1.85

-2148740.37    4426647.06    4044652.17    1.61    0.90    1.85

-2148739.14    4426645.92    4044653.80    1.61    0.90    1.85

-2148737.98    4426645.52    4044654.11    1.61    0.90    1.84

-2148738.27    4426645.87    4044651.86    1.61    0.90    1.84

-2148738.34    4426644.28    4044653.18    1.61    0.89    1.84

-2148738.56    4426644.95    4044655.58    1.61    0.89    1.84

-2148738.24    4426646.03    4044651.93    1.60    0.89    1.84

-2148738.59    4426647.31    4044654.21    1.60    0.89    1.83

-2148739.15    4426647.07    4044656.30    1.60    0.89    1.83

-2148738.66    4426647.13    4044654.30    1.60    0.89    1.83

-2148738.08    4426643.05    4044653.04    1.60    0.89    1.83

-2148738.14    4426646.18    4044654.71    1.60    0.89    1.83

-2148739.12    4426648.69    4044654.88    1.59    0.88    1.82

-2148738.12    4426643.33    4044650.14    1.59    0.88    1.82

-2148738.68    4426646.11    4044655.27    1.59    0.88    1.82

-2148737.66    4426644.66    4044652.37    1.59    0.88    1.82

-2148737.94    4426647.69    4044654.39    1.59    0.88    1.81

-2148738.76    4426646.14    4044655.73    1.58    0.88    1.81

-2148737.90    4426645.35    4044655.91    1.58    0.88    1.81

-2148737.98    4426645.32    4044655.84    1.58    0.87    1.81

-2148737.88    4426645.24    4044656.41    1.58    0.87    1.80

-2148738.03    4426647.23    4044658.86    1.58    0.87    1.80

-2148737.53    4426645.84    4044658.87    1.58    0.87    1.80

-2148737.85    4426647.10    4044656.75    1.57    0.87    1.80

-2148737.27    4426644.18    4044653.71    1.57    0.87    1.79

-2148736.78    4426645.91    4044658.35    1.57    0.86    1.79

-2148736.79    4426646.27    4044657.77    1.57    0.86    1.79

-2148738.53    4426647.22    4044658.04    1.57    0.86    1.79

-2148737.21    4426647.97    4044659.82    1.56    0.86    1.78

-2148736.44    4426642.69    4044654.54    1.56    0.86    1.78

-2148737.08    4426643.62    4044652.86    2.11    1.31    2.48

-2148737.00    4426645.36    4044654.48    2.10    1.31    2.48

-2148737.71    4426643.86    4044652.30    2.10    1.31    2.47

-2148737.42    4426646.89    4044654.09    2.10    1.30    2.47

-2148738.25    4426643.66    4044651.71    2.09    1.30    2.46

-2148738.06    4426646.68    4044654.25    2.09    1.29    2.45

-2148735.93    4426640.97    4044650.87    2.08    1.29    2.45

-2148736.13    4426641.72    4044652.13    2.08    1.28    2.44

-2148737.22    4426644.43    4044654.18    2.07    1.28    2.43

-2148736.24    4426642.88    4044653.61    2.07    1.27    2.43

-2148737.21    4426644.92    4044655.30    2.06    1.27    2.42

